Id;Produto;Qte Vendida;Data;Loja; Preço Unitário ;Cor;Tamanho;Genero;;;;;;;;
5069;Moda Infantil;3;01/10/2021;Araçatuba - SP;R$ 510,99;Azul;34;F;;;;;;;;
5070;Moda Bebe;2;11/11/2021;Belo Horizonte - MG;R$ 411,11;Vermelho;35;M;;;;;;;;
5071;Chinelos;5;03/08/2021;Belo Horizonte - MG;R$ 220,00;Rosa;36;F;;;;;;;;
5072;Botas;2;11/12/2021;São Paulo - SP;R$ 140,00;Preto;22;M;;;;;;;;
5073;Tênis;4;08/12/2021;Salvador -BA;R$ 144,00;Branco;44;F;;;;;;;;
5074;Sandália;4;14/01/2021;Rio de Janeiro - RJ;R$ 210,00;Verde;36;F;;;;;;;;
5075;Chinelos;5;24/03/2021;Campinas - SP;R$ 212,99;Verde;40;F;;;;;;;;
5076;Moda Infantil;2;21/12/2021;Curitiba - PR;R$ 199,99;Azul;39;F;;;;;;;;
5077;Sapato Masculino;2;16/01/2021;Cascavel - PR;R$ 510,99;Vermelho;38;M;;;;;;;;
5078;Sapato Feminino;1;22/04/2021;Florianópolis - SC;R$ 411,11;Rosa;12;M;;;;;;;;
5079;Tênis;1;02/03/2021;Chapecó - SC;R$ 436,33;Preto;1;F;;;;;;;;
5080;Tênis;5;10/11/2021;Goiânia - GO;R$ 476,38;Branco;37;M;;;;;;;;
5081;Moda Adulta;4;16/09/2021;Maringá - PR;R$ 516,42;Verde;36;F;;;;;;;;
5082;Moda Infantil;5;24/07/2021;Araçatuba - SP;R$ 556,46;Verde;34;M;;;;;;;;
5083;Moda Bebe;2;29/12/2021;Belo Horizonte - MG;R$ 596,51;Azul;34;F;;;;;;;;
5084;Chinelos;2;31/08/2021;Cascavel - PR;R$ 636,55;Vermelho;35;F;;;;;;;;
5085;Botas;1;10/08/2021;Florianópolis - SC;R$ 676,60;Rosa;36;F;;;;;;;;
5086;Tênis;1;24/08/2021;Chapecó - SC;R$ 716,64;Preto;22;F;;;;;;;;
5087;Sandália;5;02/01/2021;Goiânia - GO;R$ 756,68;Branco;44;M;;;;;;;;
5088;Chinelos;4;15/04/2021;Maringá - PR;R$ 510,99;Verde;36;M;;;;;;;;
5089;Moda Infantil;3;11/07/2021;Araçatuba - SP;R$ 411,11;Verde;40;F;;;;;;;;
5090;Sapato Masculino;5;07/06/2021;Belo Horizonte - MG;R$ 220,00;Azul;39;M;;;;;;;;
5091;Sapato Feminino;3;29/03/2021;São Paulo - SP;R$ 140,00;Vermelho;38;F;;;;;;;;
5092;Moda Bebe;2;01/09/2021;Salvador -BA;R$ 144,00;Rosa;12;M;;;;;;;;
5093;Chinelos;5;11/07/2021;Salvador -BA;R$ 210,00;Preto;1;F;;;;;;;;
5094;Botas;2;06/01/2021;Rio de Janeiro - RJ;R$ 212,99;Branco;37;F;;;;;;;;
5095;Tênis;4;25/01/2021;Campinas - SP;R$ 199,99;Verde;36;F;;;;;;;;
5096;Sandália;4;15/03/2021;Curitiba - PR;R$ 510,99;Verde;34;F;;;;;;;;
5097;Chinelos;5;18/05/2021;Cascavel - PR;R$ 411,11;Azul;34;M;;;;;;;;
5098;Moda Infantil;2;20/07/2021;Florianópolis - SC;R$ 436,33;Vermelho;35;M;;;;;;;;
5099;Sapato Masculino;2;12/03/2021;Chapecó - SC;R$ 476,38;Rosa;36;F;;;;;;;;
5100;Tênis;1;25/05/2021;Goiânia - GO;R$ 516,42;Preto;22;M;;;;;;;;
5101;Sandália;1;30/01/2021;Maringá - PR;R$ 556,46;Branco;44;F;;;;;;;;
5102;Chinelos;5;23/08/2021;Araçatuba - SP;R$ 596,51;Verde;36;M;;;;;;;;
5103;Moda Infantil;4;08/05/2021;Belo Horizonte - MG;R$ 636,55;Verde;40;F;;;;;;;;
5104;Sapato Masculino;3;19/03/2021;Salvador -BA;R$ 676,60;Azul;39;F;;;;;;;;
5105;Sapato Feminino;5;15/09/2021;Rio de Janeiro - RJ;R$ 716,64;Vermelho;38;F;;;;;;;;
5106;Tênis;3;03/02/2021;Campinas - SP;R$ 756,68;Rosa;12;F;;;;;;;;
5107;Tênis;2;03/08/2021;Curitiba - PR;R$ 510,99;Preto;1;M;;;;;;;;
5108;Moda Adulta;5;29/08/2021;Cascavel - PR;R$ 411,11;Branco;37;M;;;;;;;;
5109;Moda Infantil;2;03/11/2021;Florianópolis - SC;R$ 220,00;Verde;36;F;;;;;;;;
5110;Moda Bebe;4;05/10/2021;Chapecó - SC;R$ 140,00;Verde;34;M;;;;;;;;
5111;Chinelos;4;04/12/2021;Goiânia - GO;R$ 144,00;Azul;34;F;;;;;;;;
5112;Botas;5;27/11/2021;Maringá - PR;R$ 210,00;Vermelho;35;M;;;;;;;;
5113;Tênis;2;05/06/2021;Araçatuba - SP;R$ 212,99;Rosa;36;F;;;;;;;;
5114;Sandália;2;22/02/2021;Belo Horizonte - MG;R$ 199,99;Preto;22;F;;;;;;;;
5115;Chinelos;1;30/10/2021;São Paulo - SP;R$ 510,99;Branco;44;F;;;;;;;;
5116;Moda Infantil;1;20/03/2021;Salvador -BA;R$ 411,11;Verde;36;F;;;;;;;;
5117;Sapato Masculino;5;27/02/2021;Rio de Janeiro - RJ;R$ 436,33;Verde;40;M;;;;;;;;
5118;Sapato Feminino;4;25/03/2021;Campinas - SP;R$ 476,38;Azul;39;M;;;;;;;;
5119;Tênis;3;20/10/2021;Curitiba - PR;R$ 516,42;Vermelho;38;F;;;;;;;;
5120;Tênis;5;01/06/2021;Cascavel - PR;R$ 556,46;Rosa;12;M;;;;;;;;
5121;Moda Adulta;3;25/10/2021;Florianópolis - SC;R$ 596,51;Preto;41;F;;;;;;;;
5122;Moda Bebe;2;27/09/2021;Chapecó - SC;R$ 636,55;Branco;37;M;;;;;;;;
5123;Chinelos;5;10/08/2021;Goiânia - GO;R$ 676,60;Verde;36;F;;;;;;;;
5124;Botas;2;15/07/2021;Maringá - PR;R$ 716,64;Verde;34;F;;;;;;;;
5125;Tênis;4;28/07/2021;Araçatuba - SP;R$ 756,68;Azul;34;F;;;;;;;;
5126;Sandália;4;22/10/2021;Belo Horizonte - MG;R$ 510,99;Vermelho;35;F;;;;;;;;
5127;Chinelos;5;24/03/2021;São Paulo - SP;R$ 411,11;Rosa;36;M;;;;;;;;
5128;Moda Infantil;2;01/10/2021;Salvador -BA;R$ 220,00;Preto;22;M;;;;;;;;
5129;Sapato Masculino;2;15/02/2021;Rio de Janeiro - RJ;R$ 140,00;Branco;44;F;;;;;;;;
5130;Sapato Feminino;1;12/12/2021;Campinas - SP;R$ 144,00;Verde;36;M;;;;;;;;
5131;Tênis;1;21/08/2021;Curitiba - PR;R$ 210,00;Verde;40;F;;;;;;;;
5132;Tênis;5;19/02/2021;Cascavel - PR;R$ 212,99;Azul;39;M;;;;;;;;
5133;Sandália;4;01/08/2021;Florianópolis - SC;R$ 199,99;Vermelho;38;F;;;;;;;;
5134;Chinelos;3;07/11/2021;Chapecó - SC;R$ 510,99;Rosa;12;F;;;;;;;;
5135;Moda Infantil;5;30/04/2021;Goiânia - GO;R$ 411,11;Preto;1;F;;;;;;;;
5136;Sapato Masculino;3;27/04/2021;Maringá - PR;R$ 436,33;Branco;37;F;;;;;;;;
5137;Tênis;2;09/10/2021;Araçatuba - SP;R$ 476,38;Verde;36;M;;;;;;;;
5138;Sandália;5;22/05/2021;Belo Horizonte - MG;R$ 516,42;Verde;34;M;;;;;;;;
5139;Chinelos;2;23/08/2021;São Paulo - SP;R$ 556,46;Azul;34;F;;;;;;;;
5140;Moda Infantil;4;27/01/2021;Salvador -BA;R$ 596,51;Vermelho;35;M;;;;;;;;
5141;Sapato Masculino;4;27/01/2021;Rio de Janeiro - RJ;R$ 636,55;Rosa;36;F;;;;;;;;
5142;Sapato Feminino;5;07/01/2021;Campinas - SP;R$ 676,60;Preto;22;M;;;;;;;;
5143;Tênis;2;22/12/2021;Curitiba - PR;R$ 716,64;Branco;44;F;;;;;;;;
5144;Tênis;2;01/08/2021;Cascavel - PR;R$ 756,68;Verde;36;F;;;;;;;;
5145;Moda Adulta;1;06/01/2021;Florianópolis - SC;R$ 540,18;Verde;40;F;;;;;;;;
5146;Moda Infantil;1;21/11/2021;Chapecó - SC;R$ 543,13;Azul;39;F;;;;;;;;
5147;Moda Bebe;5;25/11/2021;Goiânia - GO;R$ 546,09;Vermelho;38;M;;;;;;;;
5148;Chinelos;4;27/09/2021;Maringá - PR;R$ 140,00;Rosa;12;M;;;;;;;;
5149;Botas;3;26/04/2021;Araçatuba - SP;R$ 144,00;Preto;1;F;;;;;;;;
5150;Tênis;5;07/04/2021;Belo Horizonte - MG;R$ 210,00;Branco;37;M;;;;;;;;
5151;Sandália;3;05/08/2021;São Paulo - SP;R$ 212,99;Verde;36;F;;;;;;;;
5152;Chinelos;2;19/05/2021;Salvador -BA;R$ 247,99;Verde;34;M;;;;;;;;
5153;Moda Infantil;5;22/12/2021;Rio de Janeiro - RJ;R$ 276,49;Azul;34;F;;;;;;;;
5154;Sapato Masculino;2;23/05/2021;Campinas - SP;R$ 304,98;Vermelho;35;F;;;;;;;;
5155;Sapato Feminino;4;12/05/2021;Curitiba - PR;R$ 333,48;Rosa;36;F;;;;;;;;
5156;Tênis;4;08/12/2021;Cascavel - PR;R$ 361,98;Preto;22;F;;;;;;;;
5157;Tênis;5;17/07/2021;Florianópolis - SC;R$ 220,00;Branco;44;M;;;;;;;;
5158;Moda Adulta;2;22/07/2021;Chapecó - SC;R$ 140,00;Verde;36;M;;;;;;;;
5159;Moda Infantil;2;01/04/2021;Goiânia - GO;R$ 144,00;Verde;40;F;;;;;;;;
5160;Moda Bebe;1;09/12/2021;Maringá - PR;R$ 210,00;Azul;39;M;;;;;;;;
5161;Chinelos;1;26/07/2021;Araçatuba - SP;R$ 212,99;Vermelho;38;F;;;;;;;;
5162;Botas;5;17/05/2021;Belo Horizonte - MG;R$ 199,99;Rosa;12;M;;;;;;;;
5163;Tênis;4;27/05/2021;São Paulo - SP;R$ 510,99;Preto;1;F;;;;;;;;
5164;Sandália;3;24/01/2021;Salvador -BA;R$ 411,11;Branco;37;F;;;;;;;;
5165;Chinelos;5;27/11/2021;Rio de Janeiro - RJ;R$ 220,00;Verde;36;F;;;;;;;;
5166;Moda Infantil;3;06/01/2021;Campinas - SP;R$ 140,00;Verde;34;F;;;;;;;;
5167;Sapato Masculino;2;14/11/2021;Curitiba - PR;R$ 144,00;Azul;34;M;;;;;;;;
5168;Sapato Feminino;5;23/02/2021;Cascavel - PR;R$ 210,00;Vermelho;35;M;;;;;;;;
5169;Tênis;2;13/07/2021;Florianópolis - SC;R$ 212,99;Rosa;36;F;;;;;;;;
5170;Tênis;4;27/12/2021;Chapecó - SC;R$ 199,99;Preto;22;M;;;;;;;;
5171;Moda Adulta;4;08/01/2021;Goiânia - GO;R$ 510,99;Branco;44;F;;;;;;;;
5172;Moda Infantil;5;27/11/2021;Maringá - PR;R$ 411,11;Verde;36;M;;;;;;;;
5173;Moda Bebe;2;26/10/2021;Araçatuba - SP;R$ 220,00;Verde;40;F;;;;;;;;
5174;Chinelos;2;01/05/2021;Belo Horizonte - MG;R$ 140,00;Azul;39;F;;;;;;;;
5175;Botas;1;03/04/2021;São Paulo - SP;R$ 144,00;Vermelho;38;F;;;;;;;;
5176;Tênis;1;07/11/2021;Salvador -BA;R$ 210,00;Rosa;12;F;;;;;;;;
5177;Sandália;5;18/01/2021;Rio de Janeiro - RJ;R$ 212,99;Preto;1;M;;;;;;;;
5178;Chinelos;4;24/11/2021;Campinas - SP;R$ 199,99;Branco;37;M;;;;;;;;
5179;Moda Infantil;3;08/01/2021;Curitiba - PR;R$ 510,99;Verde;36;F;;;;;;;;
5180;Sapato Masculino;5;12/06/2021;Cascavel - PR;R$ 411,11;Verde;34;M;;;;;;;;
5181;Sapato Feminino;3;22/06/2021;Florianópolis - SC;R$ 220,00;Azul;34;F;;;;;;;;
5182;Moda Bebe;2;01/05/2021;Chapecó - SC;R$ 140,00;Vermelho;35;M;;;;;;;;
5183;Chinelos;5;10/03/2021;Goiânia - GO;R$ 144,00;Rosa;36;F;;;;;;;;
5184;Botas;2;08/05/2021;Maringá - PR;R$ 210,00;Preto;22;F;;;;;;;;
5185;Tênis;4;29/08/2021;Araçatuba - SP;R$ 212,99;Branco;44;F;;;;;;;;
5186;Sandália;4;13/06/2021;Belo Horizonte - MG;R$ 199,99;Verde;36;F;;;;;;;;
5187;Chinelos;5;07/06/2021;São Paulo - SP;R$ 510,99;Verde;40;M;;;;;;;;
5188;Moda Infantil;2;16/07/2021;Salvador -BA;R$ 411,11;Azul;39;M;;;;;;;;
5189;Sapato Masculino;2;21/01/2021;Rio de Janeiro - RJ;R$ 436,33;Vermelho;38;F;;;;;;;;
5190;Tênis;1;09/03/2021;Campinas - SP;R$ 476,38;Rosa;12;M;;;;;;;;
5191;Sandália;1;13/05/2021;Curitiba - PR;R$ 516,42;Preto;1;F;;;;;;;;
5192;Chinelos;5;14/09/2021;Cascavel - PR;R$ 556,46;Branco;37;M;;;;;;;;
5193;Moda Infantil;4;06/02/2021;Florianópolis - SC;R$ 596,51;Verde;36;F;;;;;;;;
5194;Sapato Masculino;3;26/11/2021;Chapecó - SC;R$ 636,55;Verde;34;F;;;;;;;;
5195;Sapato Feminino;5;18/03/2021;Goiânia - GO;R$ 676,60;Azul;34;F;;;;;;;;
5196;Tênis;3;03/02/2021;Maringá - PR;R$ 716,64;Vermelho;35;F;;;;;;;;
5197;Tênis;2;18/07/2021;Araçatuba - SP;R$ 756,68;Rosa;36;M;;;;;;;;
5198;Moda Adulta;5;08/03/2021;Belo Horizonte - MG;R$ 510,99;Preto;22;M;;;;;;;;
5199;Moda Infantil;2;30/12/2021;Belo Horizonte - MG;R$ 411,11;Branco;44;F;;;;;;;;
5200;Moda Bebe;4;04/11/2021;São Paulo - SP;R$ 220,00;Verde;36;M;;;;;;;;
5201;Chinelos;4;09/01/2021;Salvador -BA;R$ 140,00;Verde;40;F;;;;;;;;
5202;Botas;5;24/06/2021;Rio de Janeiro - RJ;R$ 144,00;Azul;39;M;;;;;;;;
5203;Tênis;2;16/06/2021;Campinas - SP;R$ 210,00;Vermelho;38;F;;;;;;;;
5204;Sandália;2;19/12/2021;Curitiba - PR;R$ 212,99;Rosa;12;F;;;;;;;;
5205;Chinelos;1;08/06/2021;Cascavel - PR;R$ 199,99;Preto;1;F;;;;;;;;
5206;Moda Infantil;1;10/10/2021;Florianópolis - SC;R$ 510,99;Branco;37;F;;;;;;;;
5207;Sapato Masculino;5;13/02/2021;Chapecó - SC;R$ 411,11;Verde;36;M;;;;;;;;
5208;Sapato Feminino;4;13/01/2021;Goiânia - GO;R$ 436,33;Verde;34;M;;;;;;;;
5209;Tênis;3;23/03/2021;Maringá - PR;R$ 476,38;Azul;34;F;;;;;;;;
5210;Tênis;5;19/04/2021;Araçatuba - SP;R$ 516,42;Vermelho;35;M;;;;;;;;
5211;Moda Adulta;3;08/05/2021;Belo Horizonte - MG;R$ 556,46;Rosa;36;F;;;;;;;;
5212;Moda Bebe;2;26/09/2021;Cascavel - PR;R$ 596,51;Preto;22;M;;;;;;;;
5213;Chinelos;5;16/04/2021;Florianópolis - SC;R$ 636,55;Branco;44;F;;;;;;;;
5214;Botas;2;06/01/2021;Chapecó - SC;R$ 676,60;Verde;36;F;;;;;;;;
5215;Tênis;4;18/09/2021;Goiânia - GO;R$ 716,64;Verde;40;F;;;;;;;;
5216;Sandália;4;24/11/2021;Maringá - PR;R$ 756,68;Azul;39;F;;;;;;;;
5217;Chinelos;5;30/01/2021;Araçatuba - SP;R$ 510,99;Vermelho;38;M;;;;;;;;
5218;Moda Infantil;2;29/11/2021;Belo Horizonte - MG;R$ 411,11;Rosa;12;M;;;;;;;;
5219;Sapato Masculino;2;13/08/2021;São Paulo - SP;R$ 220,00;Preto;41;F;;;;;;;;
5220;Sapato Feminino;1;05/12/2021;Salvador -BA;R$ 140,00;Branco;37;M;;;;;;;;
5221;Tênis;1;01/10/2021;Salvador -BA;R$ 144,00;Verde;36;F;;;;;;;;
5222;Tênis;5;15/09/2021;Rio de Janeiro - RJ;R$ 210,00;Verde;34;M;;;;;;;;
5223;Sandália;4;09/01/2021;Campinas - SP;R$ 212,99;Azul;34;F;;;;;;;;
5224;Chinelos;3;12/08/2021;Curitiba - PR;R$ 199,99;Vermelho;35;F;;;;;;;;
5225;Moda Infantil;5;04/07/2021;Cascavel - PR;R$ 510,99;Rosa;36;F;;;;;;;;
5226;Sapato Masculino;3;01/03/2021;Florianópolis - SC;R$ 411,11;Preto;22;F;;;;;;;;
5227;Tênis;2;14/10/2021;Chapecó - SC;R$ 436,33;Branco;44;M;;;;;;;;
5228;Sandália;5;05/05/2021;Goiânia - GO;R$ 476,38;Verde;36;M;;;;;;;;
5229;Chinelos;2;13/12/2021;Maringá - PR;R$ 516,42;Verde;40;F;;;;;;;;
5230;Moda Infantil;4;30/09/2021;Araçatuba - SP;R$ 556,46;Azul;39;M;;;;;;;;
5231;Sapato Masculino;4;04/07/2021;Belo Horizonte - MG;R$ 596,51;Vermelho;38;F;;;;;;;;
5232;Sapato Feminino;5;10/04/2021;Salvador -BA;R$ 636,55;Rosa;12;M;;;;;;;;
5233;Tênis;2;22/08/2021;Rio de Janeiro - RJ;R$ 676,60;Preto;1;F;;;;;;;;
5234;Tênis;2;27/04/2021;Campinas - SP;R$ 716,64;Branco;37;F;;;;;;;;
5235;Moda Adulta;1;02/01/2021;Curitiba - PR;R$ 756,68;Verde;36;F;;;;;;;;
5236;Moda Infantil;1;10/10/2021;Cascavel - PR;R$ 510,99;Verde;34;F;;;;;;;;
5237;Moda Bebe;5;16/02/2021;Florianópolis - SC;R$ 411,11;Azul;34;M;;;;;;;;
5238;Chinelos;4;07/06/2021;Chapecó - SC;R$ 220,00;Vermelho;35;M;;;;;;;;
5239;Botas;3;18/06/2021;Goiânia - GO;R$ 140,00;Rosa;36;F;;;;;;;;
5240;Tênis;5;12/03/2021;Maringá - PR;R$ 144,00;Preto;22;M;;;;;;;;
5241;Sandália;3;18/08/2021;Araçatuba - SP;R$ 210,00;Branco;44;F;;;;;;;;
5242;Chinelos;2;22/11/2021;Belo Horizonte - MG;R$ 212,99;Verde;36;M;;;;;;;;
5243;Moda Infantil;5;25/03/2021;São Paulo - SP;R$ 199,99;Verde;40;F;;;;;;;;
5244;Sapato Masculino;2;05/07/2021;Salvador -BA;R$ 510,99;Azul;39;F;;;;;;;;
5245;Sapato Feminino;4;31/05/2021;Rio de Janeiro - RJ;R$ 411,11;Vermelho;38;F;;;;;;;;
5246;Tênis;4;21/11/2021;Campinas - SP;R$ 436,33;Rosa;12;F;;;;;;;;
5247;Tênis;5;20/11/2021;Curitiba - PR;R$ 476,38;Preto;1;M;;;;;;;;
5248;Moda Adulta;2;20/01/2021;Cascavel - PR;R$ 516,42;Branco;37;M;;;;;;;;
5249;Moda Infantil;2;24/12/2021;Florianópolis - SC;R$ 556,46;Verde;36;F;;;;;;;;
5250;Moda Bebe;1;19/05/2021;Chapecó - SC;R$ 596,51;Verde;34;M;;;;;;;;
5251;Chinelos;1;02/04/2021;Goiânia - GO;R$ 636,55;Azul;34;F;;;;;;;;
5252;Botas;5;24/06/2021;Maringá - PR;R$ 676,60;Vermelho;35;M;;;;;;;;
5253;Tênis;4;11/12/2021;Araçatuba - SP;R$ 716,64;Rosa;36;F;;;;;;;;
5254;Sandália;3;06/06/2021;Belo Horizonte - MG;R$ 756,68;Preto;22;F;;;;;;;;
5255;Chinelos;5;07/01/2021;São Paulo - SP;R$ 540,18;Branco;44;F;;;;;;;;
5256;Moda Infantil;3;25/07/2021;Salvador -BA;R$ 543,13;Verde;36;F;;;;;;;;
5257;Sapato Masculino;2;08/12/2021;Rio de Janeiro - RJ;R$ 546,09;Verde;40;M;;;;;;;;
5258;Sapato Feminino;5;24/05/2021;Campinas - SP;R$ 140,00;Azul;39;M;;;;;;;;
5259;Tênis;2;18/07/2021;Curitiba - PR;R$ 144,00;Vermelho;38;F;;;;;;;;
5260;Tênis;4;30/06/2021;Cascavel - PR;R$ 210,00;Rosa;12;M;;;;;;;;
5261;Moda Adulta;4;06/03/2021;Florianópolis - SC;R$ 212,99;Preto;1;F;;;;;;;;
5262;Moda Infantil;5;21/02/2021;Chapecó - SC;R$ 247,99;Branco;37;M;;;;;;;;
5263;Moda Bebe;2;17/01/2021;Goiânia - GO;R$ 276,49;Verde;36;F;;;;;;;;
5264;Chinelos;2;01/12/2021;Maringá - PR;R$ 304,98;Verde;34;F;;;;;;;;
5265;Botas;1;28/04/2021;Araçatuba - SP;R$ 333,48;Azul;34;F;;;;;;;;
5266;Tênis;1;03/12/2021;Belo Horizonte - MG;R$ 361,98;Vermelho;35;F;;;;;;;;
5267;Sandália;5;06/01/2021;São Paulo - SP;R$ 220,00;Rosa;36;M;;;;;;;;
5268;Chinelos;4;07/02/2021;Salvador -BA;R$ 140,00;Preto;22;M;;;;;;;;
5269;Moda Infantil;3;11/04/2021;Rio de Janeiro - RJ;R$ 144,00;Branco;44;F;;;;;;;;
5270;Sapato Masculino;5;04/06/2021;Campinas - SP;R$ 210,00;Verde;36;M;;;;;;;;
5271;Sapato Feminino;3;14/11/2021;Curitiba - PR;R$ 212,99;Verde;40;F;;;;;;;;
5272;Moda Bebe;2;04/11/2021;Cascavel - PR;R$ 199,99;Azul;39;M;;;;;;;;
5273;Chinelos;5;02/11/2021;Florianópolis - SC;R$ 510,99;Vermelho;38;F;;;;;;;;
5274;Botas;2;01/04/2021;Chapecó - SC;R$ 411,11;Rosa;12;F;;;;;;;;
5275;Tênis;4;02/08/2021;Goiânia - GO;R$ 220,00;Preto;1;F;;;;;;;;
5276;Sandália;4;11/10/2021;Maringá - PR;R$ 140,00;Branco;37;F;;;;;;;;
5277;Chinelos;5;28/10/2021;Araçatuba - SP;R$ 144,00;Verde;36;M;;;;;;;;
5278;Moda Infantil;2;05/11/2021;Belo Horizonte - MG;R$ 210,00;Verde;34;M;;;;;;;;
5279;Sapato Masculino;2;16/06/2021;São Paulo - SP;R$ 212,99;Azul;34;F;;;;;;;;
5280;Tênis;1;07/08/2021;Salvador -BA;R$ 199,99;Vermelho;35;M;;;;;;;;
5281;Sandália;1;07/06/2021;Rio de Janeiro - RJ;R$ 510,99;Rosa;36;F;;;;;;;;
5282;Chinelos;5;03/01/2021;Campinas - SP;R$ 411,11;Preto;22;M;;;;;;;;
5283;Moda Infantil;4;28/07/2021;Curitiba - PR;R$ 220,00;Branco;44;F;;;;;;;;
5284;Sapato Masculino;3;29/03/2021;Cascavel - PR;R$ 140,00;Verde;36;F;;;;;;;;
5285;Sapato Feminino;5;13/12/2021;Florianópolis - SC;R$ 144,00;Verde;40;F;;;;;;;;
5286;Tênis;3;11/11/2021;Chapecó - SC;R$ 210,00;Azul;39;F;;;;;;;;
5287;Tênis;2;29/09/2021;Goiânia - GO;R$ 212,99;Vermelho;38;M;;;;;;;;
5288;Moda Adulta;5;12/05/2021;Maringá - PR;R$ 199,99;Rosa;12;M;;;;;;;;
5289;Moda Infantil;2;29/05/2021;Araçatuba - SP;R$ 510,99;Preto;1;F;;;;;;;;
5290;Moda Bebe;4;28/05/2021;Belo Horizonte - MG;R$ 411,11;Branco;37;M;;;;;;;;
5291;Chinelos;4;27/05/2021;São Paulo - SP;R$ 220,00;Verde;36;F;;;;;;;;
5292;Botas;5;23/12/2021;Salvador -BA;R$ 140,00;Verde;34;M;;;;;;;;
5293;Tênis;2;16/02/2021;Rio de Janeiro - RJ;R$ 144,00;Azul;34;F;;;;;;;;
5294;Sandália;2;23/05/2021;Campinas - SP;R$ 210,00;Vermelho;35;F;;;;;;;;
5295;Chinelos;1;18/08/2021;Curitiba - PR;R$ 212,99;Rosa;36;F;;;;;;;;
5296;Moda Infantil;1;07/07/2021;Cascavel - PR;R$ 199,99;Preto;22;F;;;;;;;;
5297;Sapato Masculino;5;06/07/2021;Florianópolis - SC;R$ 510,99;Branco;44;M;;;;;;;;
5298;Sapato Feminino;4;10/05/2021;Chapecó - SC;R$ 411,11;Verde;36;M;;;;;;;;
5299;Tênis;3;02/07/2021;Goiânia - GO;R$ 436,33;Verde;40;F;;;;;;;;
5300;Tênis;5;11/09/2021;Maringá - PR;R$ 476,38;Azul;39;M;;;;;;;;
5301;Moda Adulta;3;10/06/2021;Araçatuba - SP;R$ 516,42;Vermelho;38;F;;;;;;;;
5302;Moda Bebe;2;31/03/2021;Belo Horizonte - MG;R$ 556,46;Rosa;12;M;;;;;;;;
5303;Chinelos;5;02/09/2021;São Paulo - SP;R$ 596,51;Preto;1;F;;;;;;;;
5304;Botas;2;21/10/2021;Salvador -BA;R$ 636,55;Branco;37;F;;;;;;;;
5305;Tênis;4;21/02/2021;Rio de Janeiro - RJ;R$ 676,60;Verde;36;F;;;;;;;;
5306;Sandália;4;14/03/2021;Campinas - SP;R$ 716,64;Verde;34;F;;;;;;;;
5307;Chinelos;5;25/11/2021;Curitiba - PR;R$ 756,68;Azul;34;M;;;;;;;;
5308;Moda Infantil;2;13/01/2021;Cascavel - PR;R$ 510,99;Vermelho;35;M;;;;;;;;
5309;Sapato Masculino;2;16/01/2021;Florianópolis - SC;R$ 411,11;Rosa;36;F;;;;;;;;
5310;Sapato Feminino;1;09/11/2021;Chapecó - SC;R$ 220,00;Preto;22;M;;;;;;;;
5311;Tênis;1;24/01/2021;Goiânia - GO;R$ 140,00;Branco;44;F;;;;;;;;
5312;Tênis;5;19/12/2021;Maringá - PR;R$ 144,00;Verde;36;M;;;;;;;;
5313;Sandália;4;04/10/2021;Araçatuba - SP;R$ 210,00;Verde;40;F;;;;;;;;
5314;Chinelos;3;12/04/2021;Belo Horizonte - MG;R$ 212,99;Azul;39;F;;;;;;;;
5315;Moda Infantil;5;26/01/2021;São Paulo - SP;R$ 199,99;Vermelho;38;F;;;;;;;;
5316;Sapato Masculino;3;09/11/2021;Salvador -BA;R$ 510,99;Rosa;12;F;;;;;;;;
5317;Tênis;2;31/08/2021;Rio de Janeiro - RJ;R$ 411,11;Preto;41;M;;;;;;;;
5318;Sandália;5;05/07/2021;Campinas - SP;R$ 436,33;Branco;37;M;;;;;;;;
5319;Chinelos;2;01/03/2021;Curitiba - PR;R$ 476,38;Verde;36;F;;;;;;;;
5320;Moda Infantil;4;19/04/2021;Cascavel - PR;R$ 516,42;Verde;34;M;;;;;;;;
5321;Sapato Masculino;4;30/10/2021;Florianópolis - SC;R$ 556,46;Azul;34;F;;;;;;;;
5322;Sapato Feminino;5;30/11/2021;Chapecó - SC;R$ 596,51;Vermelho;35;M;;;;;;;;
5323;Tênis;2;17/05/2021;Goiânia - GO;R$ 636,55;Rosa;36;F;;;;;;;;
5324;Tênis;2;08/01/2021;Maringá - PR;R$ 676,60;Preto;22;F;;;;;;;;
5325;Moda Adulta;1;10/06/2021;Araçatuba - SP;R$ 716,64;Branco;44;F;;;;;;;;
5326;Moda Infantil;1;25/08/2021;Belo Horizonte - MG;R$ 756,68;Verde;36;F;;;;;;;;
5327;Moda Bebe;5;27/09/2021;Belo Horizonte - MG;R$ 510,99;Verde;40;M;;;;;;;;
5328;Chinelos;4;18/11/2021;São Paulo - SP;R$ 411,11;Azul;39;M;;;;;;;;
5329;Botas;3;19/11/2021;Salvador -BA;R$ 220,00;Vermelho;38;F;;;;;;;;
5330;Tênis;5;05/11/2021;Rio de Janeiro - RJ;R$ 140,00;Rosa;12;M;;;;;;;;
5331;Sandália;3;31/03/2021;Campinas - SP;R$ 144,00;Preto;1;F;;;;;;;;
5332;Chinelos;2;08/06/2021;Curitiba - PR;R$ 210,00;Branco;37;M;;;;;;;;
